Location,Date,Year,Month,Day,Hour,AQI,PM2.5,PM10,O3,CO,SO2,NO2,Temperature,Humidity,AQI_Class
Delhi,2024-10-22,2024,10,22,13,196,93.67,204.6,58.48,1.18,31.79,17.12,30.1,78.7,Unhealthy
Delhi,2024-10-22,2024,10,22,14,179,85.64,167.45,30.99,1.01,36.66,30.93,27.9,71.5,Unhealthy
Delhi,2024-10-22,2024,10,22,15,159,75.97,123.08,41.61,0.46,7.24,64.61,29.0,79.2,Unhealthy
Delhi,2024-10-22,2024,10,22,16,212,101.05,188.57,59.83,0.33,20.25,35.19,28.9,72.3,Very_Unhealthy
Delhi,2024-10-22,2024,10,22,17,221,105.71,229.06,29.65,1.04,5.79,65.85,23.9,66.1,Very_Unhealthy
Delhi,2024-10-22,2024,10,22,18,270,129.0,253.61,59.06,0.5,5.75,78.6,23.1,62.4,Very_Unhealthy
Delhi,2024-10-22,2024,10,22,19,293,139.54,226.33,49.51,1.1,21.97,62.12,17.6,65.7,Very_Unhealthy
Delhi,2024-10-22,2024,10,22,20,282,134.53,294.79,28.46,0.47,12.03,23.39,21.9,53.0,Very_Unhealthy
Delhi,2024-10-22,2024,10,22,21,349,166.53,284.55,53.72,0.54,26.16,38.39,15.7,51.8,Hazardous
Delhi,2024-10-22,2024,10,22,22,236,112.76,219.15,35.27,0.94,28.0,42.82,13.2,44.3,Very_Unhealthy
Delhi,2024-10-22,2024,10,22,23,199,94.78,204.42,44.78,1.17,15.35,22.2,12.6,45.5,Unhealthy
Delhi,2024-10-23,2024,10,23,0,169,80.69,136.31,26.08,0.37,27.95,25.04,15.9,45.3,Unhealthy
Delhi,2024-10-23,2024,10,23,1,212,101.25,196.33,37.62,0.76,37.79,12.8,16.7,33.1,Very_Unhealthy
Delhi,2024-10-23,2024,10,23,2,140,66.94,101.64,29.75,0.43,25.26,77.97,16.0,40.5,Unhealthy_Sensitive
Delhi,2024-10-23,2024,10,23,3,205,97.74,202.5,24.24,0.33,18.08,38.96,17.2,34.1,Very_Unhealthy
Delhi,2024-10-23,2024,10,23,4,191,90.96,136.81,38.72,1.14,21.39,30.32,15.9,35.5,Unhealthy
Delhi,2024-10-23,2024,10,23,5,169,80.57,176.4,26.45,0.31,36.92,17.09,19.5,39.1,Unhealthy
Delhi,2024-10-23,2024,10,23,6,246,117.42,193.17,53.49,0.76,29.93,22.83,22.7,42.4,Very_Unhealthy
Delhi,2024-10-23,2024,10,23,7,254,120.99,192.49,32.98,0.52,20.04,40.75,24.0,52.5,Very_Unhealthy
Delhi,2024-10-23,2024,10,23,8,257,122.76,260.62,54.37,1.04,28.01,38.24,26.5,58.9,Very_Unhealthy
Delhi,2024-10-23,2024,10,23,9,246,117.57,229.21,38.61,0.6,11.19,70.63,28.9,59.5,Very_Unhealthy
Delhi,2024-10-23,2024,10,23,10,222,105.87,177.59,29.5,0.55,26.45,44.27,30.0,63.5,Very_Unhealthy
Delhi,2024-10-23,2024,10,23,11,173,82.64,153.95,21.77,0.79,34.65,38.37,31.1,65.5,Unhealthy
Delhi,2024-10-23,2024,10,23,12,202,96.59,177.99,32.06,0.75,35.73,46.43,34.1,71.0,Very_Unhealthy
Delhi,2024-10-23,2024,10,23,13,187,89.13,136.29,29.63,0.72,15.86,40.2,27.0,77.6,Unhealthy
Delhi,2024-10-23,2024,10,23,14,189,90.15,184.19,42.24,0.76,35.49,52.59,28.8,74.3,Unhealthy
Delhi,2024-10-23,2024,10,23,15,192,91.61,154.3,23.72,0.65,29.84,32.84,30.0,76.8,Unhealthy
Delhi,2024-10-23,2024,10,23,16,203,97.14,179.92,51.39,0.37,39.74,24.34,24.6,69.6,Very_Unhealthy
Delhi,2024-10-23,2024,10,23,17,218,103.94,188.04,46.76,1.0,39.7,19.18,30.4,70.8,Very_Unhealthy
Delhi,2024-10-23,2024,10,23,18,227,108.18,184.1,23.95,0.43,9.48,53.57,22.1,65.1,Very_Unhealthy
Delhi,2024-10-23,2024,10,23,19,267,127.48,269.32,28.08,0.82,39.74,24.77,22.4,62.6,Very_Unhealthy
Delhi,2024-10-23,2024,10,23,20,297,141.45,293.12,20.08,1.0,16.11,43.02,16.4,52.2,Very_Unhealthy
Delhi,2024-10-23,2024,10,23,21,294,140.0,227.52,23.66,0.34,33.34,44.7,15.0,47.5,Very_Unhealthy
Delhi,2024-10-23,2024,10,23,22,250,119.4,249.58,35.98,0.83,17.27,57.39,13.3,43.4,Very_Unhealthy
Delhi,2024-10-23,2024,10,23,23,252,120.18,198.0,48.69,0.61,8.56,58.84,17.0,39.2,Very_Unhealthy
Delhi,2024-10-24,2024,10,24,0,196,93.36,169.32,27.44,0.86,11.62,34.66,14.4,44.2,Unhealthy
Delhi,2024-10-24,2024,10,24,1,182,87.0,150.23,54.22,0.79,7.38,21.66,16.3,28.0,Unhealthy
Delhi,2024-10-24,2024,10,24,2,205,97.8,208.43,54.32,1.07,25.67,23.32,12.8,32.4,Very_Unhealthy
Delhi,2024-10-24,2024,10,24,3,175,83.59,167.05,43.05,0.85,26.43,25.53,16.9,40.8,Unhealthy
Delhi,2024-10-24,2024,10,24,4,192,91.55,149.85,46.85,0.5,35.5,57.82,16.5,32.5,Unhealthy
Delhi,2024-10-24,2024,10,24,5,206,98.48,173.85,43.66,0.55,10.28,58.61,24.7,43.2,Very_Unhealthy
Delhi,2024-10-24,2024,10,24,6,241,114.96,193.0,21.92,0.42,24.73,48.44,21.7,45.9,Very_Unhealthy
Delhi,2024-10-24,2024,10,24,7,284,135.46,255.87,50.52,0.56,31.54,78.16,22.3,46.8,Very_Unhealthy
Delhi,2024-10-24,2024,10,24,8,279,132.96,265.84,37.64,0.87,12.06,62.29,24.2,55.5,Very_Unhealthy
Delhi,2024-10-24,2024,10,24,9,271,129.37,255.77,49.91,1.11,5.16,54.92,25.4,64.7,Very_Unhealthy
Delhi,2024-10-24,2024,10,24,10,181,86.62,143.09,44.63,1.05,5.78,65.34,27.4,66.1,Unhealthy
Delhi,2024-10-24,2024,10,24,11,185,88.22,174.43,46.44,0.39,26.05,64.97,28.9,73.6,Unhealthy
Delhi,2024-10-24,2024,10,24,12,192,91.88,178.48,55.35,0.41,17.9,15.46,32.7,75.3,Unhealthy
Delhi,2024-10-24,2024,10,24,13,178,85.23,132.04,39.1,1.16,39.45,34.96,30.5,72.0,Unhealthy
Delhi,2024-10-24,2024,10,24,14,198,94.4,153.08,58.87,0.41,13.32,23.28,32.3,81.5,Unhealthy
Delhi,2024-10-24,2024,10,24,15,205,97.85,179.78,36.03,0.73,24.32,67.75,26.9,74.5,Very_Unhealthy
Delhi,2024-10-24,2024,10,24,16,215,102.42,203.95,39.6,0.54,5.67,12.35,28.7,66.4,Very_Unhealthy
Delhi,2024-10-24,2024,10,24,17,224,106.77,165.89,38.5,1.17,38.42,60.67,23.9,68.7,Very_Unhealthy
Delhi,2024-10-24,2024,10,24,18,235,112.17,192.62,56.51,0.37,11.16,33.91,23.2,62.9,Very_Unhealthy
Delhi,2024-10-24,2024,10,24,19,280,133.59,266.94,44.09,0.71,30.53,30.32,19.4,52.1,Very_Unhealthy
Delhi,2024-10-24,2024,10,24,20,316,150.92,325.13,58.96,0.49,21.2,67.97,17.7,55.7,Hazardous
Delhi,2024-10-24,2024,10,24,21,273,130.06,226.32,58.35,0.4,8.78,19.9,17.5,57.4,Very_Unhealthy
Delhi,2024-10-24,2024,10,24,22,255,121.44,183.79,59.12,0.35,17.35,48.86,14.1,44.8,Very_Unhealthy
Delhi,2024-10-24,2024,10,24,23,229,109.11,212.59,51.5,1.13,7.63,79.55,12.3,40.6,Very_Unhealthy
Delhi,2024-10-25,2024,10,25,0,176,84.1,158.49,41.46,0.59,29.38,15.4,13.8,39.4,Unhealthy
Delhi,2024-10-25,2024,10,25,1,184,87.93,147.68,41.4,0.81,5.32,74.85,14.4,38.8,Unhealthy
Delhi,2024-10-25,2024,10,25,2,152,72.66,153.78,29.62,0.59,26.14,59.06,19.1,34.7,Unhealthy
Delhi,2024-10-25,2024,10,25,3,156,74.61,112.09,54.76,0.53,28.08,69.98,15.6,35.3,Unhealthy
Delhi,2024-10-25,2024,10,25,4,176,83.82,160.85,23.28,0.71,26.89,11.06,17.4,41.1,Unhealthy
Delhi,2024-10-25,2024,10,25,5,183,87.3,147.26,50.63,0.95,27.61,39.06,21.3,42.5,Unhealthy
Delhi,2024-10-25,2024,10,25,6,215,102.39,199.16,35.48,0.48,30.85,14.91,19.3,46.6,Very_Unhealthy
Delhi,2024-10-25,2024,10,25,7,259,123.8,216.25,52.93,1.18,24.3,47.0,24.0,53.9,Very_Unhealthy
Delhi,2024-10-25,2024,10,25,8,256,122.12,263.12,31.37,1.13,10.47,34.35,29.8,50.1,Very_Unhealthy
Delhi,2024-10-25,2024,10,25,9,223,106.62,207.82,44.9,1.14,32.76,56.64,29.4,59.3,Very_Unhealthy
Delhi,2024-10-25,2024,10,25,10,217,103.71,179.79,44.95,0.88,30.81,31.92,28.3,63.0,Very_Unhealthy
Delhi,2024-10-25,2024,10,25,11,216,103.19,214.32,41.61,1.12,13.97,20.49,30.8,64.8,Very_Unhealthy
Delhi,2024-10-25,2024,10,25,12,175,83.42,154.2,47.49,1.03,19.5,19.07,30.2,76.3,Unhealthy
Delhi,2024-10-25,2024,10,25,13,191,91.17,144.07,34.99,1.01,22.53,68.82,27.4,80.1,Unhealthy
Delhi,2024-10-25,2024,10,25,14,156,74.54,132.06,31.63,0.99,27.02,50.16,28.5,77.5,Unhealthy
Delhi,2024-10-25,2024,10,25,15,207,98.72,148.33,41.2,0.91,9.39,52.08,28.1,67.1,Very_Unhealthy
Delhi,2024-10-25,2024,10,25,16,219,104.51,170.37,39.83,0.79,12.45,66.53,26.8,77.1,Very_Unhealthy
Delhi,2024-10-25,2024,10,25,17,207,99.02,181.36,23.33,0.53,33.4,74.79,23.4,65.8,Very_Unhealthy
Delhi,2024-10-25,2024,10,25,18,246,117.28,234.7,22.31,1.09,22.08,41.14,19.2,69.2,Very_Unhealthy
Delhi,2024-10-25,2024,10,25,19,271,129.51,284.0,26.55,0.96,32.41,24.86,21.6,68.5,Very_Unhealthy
Delhi,2024-10-25,2024,10,25,20,286,136.45,271.0,29.99,0.68,31.45,64.57,19.7,48.9,Very_Unhealthy
Delhi,2024-10-25,2024,10,25,21,274,130.5,213.13,24.47,0.67,9.86,59.75,14.3,53.5,Very_Unhealthy
Delhi,2024-10-25,2024,10,25,22,207,98.88,196.02,33.76,0.93,34.4,58.75,18.7,51.2,Very_Unhealthy
Delhi,2024-10-25,2024,10,25,23,226,107.77,183.78,20.48,0.9,12.06,56.71,13.2,37.6,Very_Unhealthy
Delhi,2024-10-26,2024,10,26,0,181,86.5,172.09,54.04,0.91,34.53,74.95,14.1,41.5,Unhealthy
Delhi,2024-10-26,2024,10,26,1,186,88.65,175.29,38.37,0.76,8.48,39.33,13.9,36.5,Unhealthy
Delhi,2024-10-26,2024,10,26,2,200,95.6,156.36,33.91,0.98,31.21,39.69,14.3,33.7,Unhealthy
Delhi,2024-10-26,2024,10,26,3,204,97.58,181.46,36.1,1.0,32.05,67.86,18.9,34.7,Very_Unhealthy
Delhi,2024-10-26,2024,10,26,4,185,88.27,162.08,27.28,0.43,36.47,19.81,17.8,33.7,Unhealthy
Delhi,2024-10-26,2024,10,26,5,204,97.57,170.02,43.29,0.95,11.59,77.8,18.8,34.9,Very_Unhealthy
Delhi,2024-10-26,2024,10,26,6,192,91.71,156.5,58.78,0.74,28.09,33.61,21.9,47.1,Unhealthy
Delhi,2024-10-26,2024,10,26,7,203,97.05,211.56,25.21,0.65,7.12,52.02,25.2,50.0,Very_Unhealthy
Delhi,2024-10-26,2024,10,26,8,271,129.43,278.39,58.91,0.72,6.34,61.01,26.1,54.0,Very_Unhealthy
Delhi,2024-10-26,2024,10,26,9,199,95.23,186.12,28.03,1.18,27.42,75.59,30.0,64.5,Unhealthy
Delhi,2024-10-26,2024,10,26,10,195,93.09,180.62,57.17,1.13,22.7,15.47,30.7,65.4,Unhealthy
Delhi,2024-10-26,2024,10,26,11,167,79.6,138.92,58.85,0.8,22.15,76.78,26.4,73.1,Unhealthy
Delhi,2024-10-26,2024,10,26,12,220,105.12,172.8,41.21,0.6,23.08,39.84,30.6,66.0,Very_Unhealthy
Delhi,2024-10-26,2024,10,26,13,199,94.92,172.09,37.21,1.2,7.3,52.21,28.3,74.2,Unhealthy
Delhi,2024-10-26,2024,10,26,14,166,79.17,120.82,48.92,1.19,31.18,74.86,26.9,72.8,Unhealthy
Delhi,2024-10-26,2024,10,26,15,161,77.01,143.65,20.72,1.14,29.0,31.95,24.4,80.2,Unhealthy
Delhi,2024-10-26,2024,10,26,16,205,97.92,149.18,23.43,0.83,25.69,39.71,26.6,73.5,Very_Unhealthy
Delhi,2024-10-26,2024,10,26,17,212,101.24,203.83,45.07,0.66,16.16,39.22,23.5,67.1,Very_Unhealthy
Delhi,2024-10-26,2024,10,26,18,240,114.58,232.56,56.85,0.89,11.24,37.82,23.9,59.5,Very_Unhealthy
Delhi,2024-10-26,2024,10,26,19,295,140.68,211.22,33.72,0.96,6.9,15.63,23.0,61.7,Very_Unhealthy
Delhi,2024-10-26,2024,10,26,20,290,138.46,224.31,48.33,1.18,6.02,35.03,18.4,53.5,Very_Unhealthy
Delhi,2024-10-26,2024,10,26,21,288,137.36,281.48,20.36,0.94,30.57,23.02,18.4,46.0,Very_Unhealthy
Delhi,2024-10-26,2024,10,26,22,233,111.33,177.1,30.04,0.55,9.18,49.09,13.8,44.1,Very_Unhealthy
Delhi,2024-10-26,2024,10,26,23,208,99.14,177.18,24.75,1.13,34.98,75.9,15.3,43.5,Very_Unhealthy
Delhi,2024-10-27,2024,10,27,0,204,97.41,205.57,24.83,0.66,24.5,26.9,12.2,36.4,Very_Unhealthy
Delhi,2024-10-27,2024,10,27,1,160,76.65,116.76,41.47,0.51,12.41,21.81,14.9,37.2,Unhealthy
Delhi,2024-10-27,2024,10,27,2,190,90.58,166.88,40.24,0.63,25.69,67.11,13.0,28.6,Unhealthy
Delhi,2024-10-27,2024,10,27,3,195,93.19,202.42,57.34,0.54,17.14,38.75,16.0,36.0,Unhealthy
Delhi,2024-10-27,2024,10,27,4,183,87.53,169.65,30.78,0.69,8.6,12.04,18.0,40.0,Unhealthy
Delhi,2024-10-27,2024,10,27,5,191,91.23,154.6,23.92,0.86,33.33,59.87,19.6,50.1,Unhealthy
Delhi,2024-10-27,2024,10,27,6,195,92.87,154.19,40.01,0.65,27.88,66.06,22.3,37.2,Unhealthy
Delhi,2024-10-27,2024,10,27,7,277,132.09,269.3,37.48,1.08,39.53,68.59,21.3,46.1,Very_Unhealthy
Delhi,2024-10-27,2024,10,27,8,278,132.44,222.85,20.66,1.19,37.07,46.73,25.9,59.7,Very_Unhealthy
Delhi,2024-10-27,2024,10,27,9,215,102.65,190.34,40.88,0.79,15.49,54.61,27.7,56.0,Very_Unhealthy
Delhi,2024-10-27,2024,10,27,10,195,93.22,162.02,28.87,0.53,24.53,59.37,29.5,64.9,Unhealthy
Delhi,2024-10-27,2024,10,27,11,216,103.14,165.92,45.71,0.48,8.91,53.39,32.0,69.4,Very_Unhealthy
Delhi,2024-10-27,2024,10,27,12,214,102.2,219.35,37.0,0.81,22.64,26.28,29.3,72.9,Very_Unhealthy
Delhi,2024-10-27,2024,10,27,13,183,87.55,183.23,50.85,1.16,13.13,56.67,31.8,74.7,Unhealthy
Delhi,2024-10-27,2024,10,27,14,202,96.35,160.62,49.91,1.05,7.52,68.32,28.5,79.9,Very_Unhealthy
Delhi,2024-10-27,2024,10,27,15,201,95.98,152.56,32.05,0.96,7.25,58.32,28.6,70.1,Very_Unhealthy
Delhi,2024-10-27,2024,10,27,16,162,77.43,135.96,20.1,0.35,24.93,39.88,28.5,74.5,Unhealthy
Delhi,2024-10-27,2024,10,27,17,265,126.4,194.63,57.75,0.52,31.93,27.08,22.3,67.2,Very_Unhealthy
Delhi,2024-10-27,2024,10,27,18,255,121.44,200.74,42.17,1.16,26.26,34.88,23.1,63.0,Very_Unhealthy
Delhi,2024-10-27,2024,10,27,19,228,109.02,200.18,27.38,1.05,35.78,61.06,15.4,57.3,Very_Unhealthy
Delhi,2024-10-27,2024,10,27,20,271,129.49,201.58,41.93,1.01,17.38,10.88,19.5,53.5,Very_Unhealthy
Delhi,2024-10-27,2024,10,27,21,341,162.6,295.02,31.64,0.7,23.55,11.57,19.3,46.8,Hazardous
Delhi,2024-10-27,2024,10,27,22,272,129.68,209.26,22.76,0.35,35.98,42.84,10.5,46.6,Very_Unhealthy
Delhi,2024-10-27,2024,10,27,23,196,93.48,141.2,54.27,0.72,32.92,54.43,17.7,38.7,Unhealthy
Delhi,2024-10-28,2024,10,28,0,200,95.61,209.49,39.57,0.79,8.54,47.57,13.6,38.0,Unhealthy
Delhi,2024-10-28,2024,10,28,1,212,101.39,161.88,54.72,0.94,23.29,22.54,17.1,41.0,Very_Unhealthy
Delhi,2024-10-28,2024,10,28,2,190,90.53,192.89,29.9,0.32,27.47,44.14,14.6,31.8,Unhealthy
Delhi,2024-10-28,2024,10,28,3,148,70.57,142.15,23.51,0.8,21.93,41.93,15.4,29.1,Unhealthy_Sensitive
Delhi,2024-10-28,2024,10,28,4,188,89.74,186.05,44.48,0.84,35.19,74.04,18.5,35.4,Unhealthy
Delhi,2024-10-28,2024,10,28,5,192,91.84,183.5,39.98,0.48,29.06,21.29,21.3,39.9,Unhealthy
Delhi,2024-10-28,2024,10,28,6,236,112.6,210.52,42.64,0.44,19.61,56.99,20.1,43.1,Very_Unhealthy
Delhi,2024-10-28,2024,10,28,7,269,128.41,202.95,54.5,1.05,8.28,12.09,25.2,55.8,Very_Unhealthy
Delhi,2024-10-28,2024,10,28,8,303,144.47,314.34,35.57,0.6,18.32,44.49,29.1,53.1,Hazardous
Delhi,2024-10-28,2024,10,28,9,237,113.1,221.36,26.92,0.47,22.17,40.14,27.9,64.2,Very_Unhealthy
Delhi,2024-10-28,2024,10,28,10,207,98.63,156.77,47.27,0.4,37.09,79.41,29.5,58.4,Very_Unhealthy
Delhi,2024-10-28,2024,10,28,11,182,86.99,142.14,46.72,0.78,31.69,34.02,30.4,62.6,Unhealthy
Delhi,2024-10-28,2024,10,28,12,214,101.95,176.14,58.47,0.92,33.38,63.93,27.8,68.7,Very_Unhealthy
Delhi,2024-10-28,2024,10,28,13,186,88.69,182.28,31.0,0.94,16.98,52.63,28.9,68.3,Unhealthy
Delhi,2024-10-28,2024,10,28,14,204,97.57,152.39,58.49,1.0,12.06,60.6,27.2,72.6,Very_Unhealthy
Delhi,2024-10-28,2024,10,28,15,196,93.57,172.9,30.2,0.69,19.63,22.52,29.8,73.4,Unhealthy
Delhi,2024-10-28,2024,10,28,16,201,95.85,210.57,34.08,0.55,17.82,74.37,24.2,79.5,Very_Unhealthy
Delhi,2024-10-28,2024,10,28,17,215,102.84,192.69,28.37,0.53,24.56,39.56,24.2,73.5,Very_Unhealthy
Delhi,2024-10-28,2024,10,28,18,199,95.1,169.09,58.38,0.91,16.85,27.14,20.5,65.7,Unhealthy
Delhi,2024-10-28,2024,10,28,19,263,125.48,235.11,34.94,1.02,13.5,41.85,18.0,60.6,Very_Unhealthy
Delhi,2024-10-28,2024,10,28,20,326,155.65,258.41,43.16,0.6,24.62,75.54,17.3,61.2,Hazardous
Delhi,2024-10-28,2024,10,28,21,318,151.85,310.94,58.31,0.72,14.46,46.49,16.2,40.8,Hazardous
Delhi,2024-10-28,2024,10,28,22,297,141.47,282.36,50.98,0.39,11.63,33.15,12.1,46.9,Very_Unhealthy
Delhi,2024-10-28,2024,10,28,23,236,112.77,228.58,40.25,0.99,31.59,79.56,17.3,42.4,Very_Unhealthy
Delhi,2024-10-29,2024,10,29,0,175,83.43,136.81,48.28,0.42,29.44,31.57,14.9,44.8,Unhealthy
Delhi,2024-10-29,2024,10,29,1,212,101.21,174.99,40.8,0.92,32.27,31.41,17.1,35.0,Very_Unhealthy
Delhi,2024-10-29,2024,10,29,2,179,85.28,171.96,25.68,0.9,29.76,67.77,14.2,31.7,Unhealthy
Delhi,2024-10-29,2024,10,29,3,175,83.53,171.04,57.96,1.13,32.56,31.48,16.7,30.9,Unhealthy
Delhi,2024-10-29,2024,10,29,4,199,94.99,155.44,53.39,0.93,15.52,42.43,20.3,38.0,Unhealthy
Delhi,2024-10-29,2024,10,29,5,222,106.05,194.37,26.2,0.37,33.6,79.94,20.4,41.7,Very_Unhealthy
Delhi,2024-10-29,2024,10,29,6,228,108.7,178.13,29.62,0.58,24.18,55.09,22.9,43.7,Very_Unhealthy
Delhi,2024-10-29,2024,10,29,7,218,103.9,224.35,20.55,1.08,9.53,21.2,24.2,52.2,Very_Unhealthy
Delhi,2024-10-29,2024,10,29,8,228,108.64,225.64,43.39,0.76,10.63,75.82,25.5,50.5,Very_Unhealthy
Delhi,2024-10-29,2024,10,29,9,266,127.07,245.77,50.35,0.99,27.11,18.34,26.4,60.8,Very_Unhealthy
Delhi,2024-10-29,2024,10,29,10,249,118.87,260.4,54.97,0.8,7.75,43.7,31.8,63.0,Very_Unhealthy
Delhi,2024-10-29,2024,10,29,11,165,78.9,126.07,29.81,0.78,8.81,15.84,27.6,63.2,Unhealthy
Delhi,2024-10-29,2024,10,29,12,203,97.04,186.45,55.43,0.65,20.51,52.84,23.6,79.9,Very_Unhealthy
Delhi,2024-10-29,2024,10,29,13,182,87.0,131.66,44.2,0.51,10.53,25.98,29.2,72.1,Unhealthy
Delhi,2024-10-29,2024,10,29,14,186,88.86,190.97,56.91,0.95,39.29,37.11,27.2,69.2,Unhealthy
Delhi,2024-10-29,2024,10,29,15,211,100.89,216.15,31.54,1.09,11.81,60.34,25.1,82.8,Very_Unhealthy
Delhi,2024-10-29,2024,10,29,16,192,91.74,180.08,26.47,0.63,15.95,76.19,27.3,67.5,Unhealthy
Delhi,2024-10-29,2024,10,29,17,223,106.26,181.64,25.26,0.55,32.14,63.22,23.0,64.2,Very_Unhealthy
Delhi,2024-10-29,2024,10,29,18,241,114.87,225.98,39.24,0.78,12.3,19.57,22.7,65.0,Very_Unhealthy
Delhi,2024-10-29,2024,10,29,19,306,145.75,220.18,23.68,0.59,23.15,20.51,18.7,71.4,Hazardous
Delhi,2024-10-29,2024,10,29,20,319,152.29,231.32,41.35,0.31,31.64,26.15,20.8,61.0,Hazardous
Delhi,2024-10-29,2024,10,29,21,320,152.68,332.85,25.41,0.69,13.17,30.75,18.3,52.8,Hazardous
Delhi,2024-10-29,2024,10,29,22,228,108.76,223.01,52.46,1.05,12.75,15.08,10.9,46.2,Very_Unhealthy
Delhi,2024-10-29,2024,10,29,23,198,94.34,184.92,40.46,0.94,37.24,41.2,13.6,41.6,Unhealthy
Delhi,2024-10-30,2024,10,30,0,196,93.36,189.22,29.87,0.87,22.56,69.42,10.8,45.1,Unhealthy
Delhi,2024-10-30,2024,10,30,1,177,84.68,158.54,40.09,0.8,20.25,73.36,14.6,41.0,Unhealthy
Delhi,2024-10-30,2024,10,30,2,161,76.75,136.96,49.57,0.92,32.16,56.2,13.9,30.8,Unhealthy
Delhi,2024-10-30,2024,10,30,3,160,76.49,140.59,31.21,0.81,17.0,17.25,18.7,33.3,Unhealthy
Delhi,2024-10-30,2024,10,30,4,233,111.15,167.95,26.33,0.83,35.47,16.74,19.0,31.2,Very_Unhealthy
Delhi,2024-10-30,2024,10,30,5,226,108.09,175.17,36.43,0.99,11.29,63.94,16.5,44.8,Very_Unhealthy
Delhi,2024-10-30,2024,10,30,6,227,108.48,167.63,30.51,0.43,6.37,71.52,24.2,51.5,Very_Unhealthy
Delhi,2024-10-30,2024,10,30,7,238,113.73,232.81,28.35,0.78,32.19,13.93,26.0,48.0,Very_Unhealthy
Delhi,2024-10-30,2024,10,30,8,306,146.1,315.28,26.36,1.04,11.52,32.85,28.4,48.8,Hazardous
Delhi,2024-10-30,2024,10,30,9,248,118.1,227.37,33.22,0.63,35.37,63.68,28.2,53.9,Very_Unhealthy
Delhi,2024-10-30,2024,10,30,10,213,101.88,180.76,33.6,0.34,28.26,55.0,27.5,61.5,Very_Unhealthy
Delhi,2024-10-30,2024,10,30,11,170,81.31,122.55,58.63,1.18,6.36,67.07,31.5,62.7,Unhealthy
Delhi,2024-10-30,2024,10,30,12,168,80.34,168.51,28.22,0.68,27.16,49.27,30.3,67.7,Unhealthy
Delhi,2024-10-30,2024,10,30,13,193,92.16,172.91,36.36,0.58,9.35,31.56,28.2,73.0,Unhealthy
Delhi,2024-10-30,2024,10,30,14,202,96.47,190.03,37.44,0.45,30.58,35.08,29.7,74.3,Very_Unhealthy
Delhi,2024-10-30,2024,10,30,15,158,75.28,123.0,51.94,0.39,30.66,24.7,26.0,72.6,Unhealthy
Delhi,2024-10-30,2024,10,30,16,203,97.12,148.51,30.94,1.19,23.57,59.87,27.2,74.4,Very_Unhealthy
Delhi,2024-10-30,2024,10,30,17,228,108.78,209.01,33.17,0.8,8.03,75.36,26.6,66.9,Very_Unhealthy
Delhi,2024-10-30,2024,10,30,18,209,99.82,212.55,28.76,1.09,23.12,55.06,23.4,68.5,Very_Unhealthy
Delhi,2024-10-30,2024,10,30,19,315,150.05,234.09,28.1,0.65,31.13,40.99,20.1,56.5,Hazardous
Delhi,2024-10-30,2024,10,30,20,272,129.78,201.96,20.21,0.87,33.01,27.46,16.8,54.5,Very_Unhealthy
Delhi,2024-10-30,2024,10,30,21,287,137.02,269.11,32.14,0.59,13.82,20.27,18.9,57.4,Very_Unhealthy
Delhi,2024-10-30,2024,10,30,22,249,118.72,233.97,33.8,0.57,23.95,73.12,16.1,42.9,Very_Unhealthy
Delhi,2024-10-30,2024,10,30,23,211,100.8,211.22,28.33,0.49,14.67,33.43,14.7,36.8,Very_Unhealthy
Delhi,2024-10-31,2024,10,31,0,201,95.95,204.06,58.55,1.14,22.65,34.57,14.2,32.2,Very_Unhealthy
Delhi,2024-10-31,2024,10,31,1,175,83.56,138.92,36.35,0.92,16.78,38.0,16.8,33.4,Unhealthy
Delhi,2024-10-31,2024,10,31,2,197,93.99,199.04,29.04,0.84,17.47,17.74,14.7,32.0,Unhealthy
Delhi,2024-10-31,2024,10,31,3,170,80.95,174.66,57.7,0.93,39.7,60.11,17.9,32.7,Unhealthy
Delhi,2024-10-31,2024,10,31,4,199,94.93,174.33,43.31,0.87,6.26,60.3,17.5,37.4,Unhealthy
Delhi,2024-10-31,2024,10,31,5,204,97.45,200.84,46.38,1.11,35.22,20.73,18.7,33.0,Very_Unhealthy
Delhi,2024-10-31,2024,10,31,6,204,97.25,153.3,21.8,1.16,28.87,46.94,21.7,54.8,Very_Unhealthy
Delhi,2024-10-31,2024,10,31,7,230,109.87,194.23,25.63,1.0,19.56,44.45,26.8,55.7,Very_Unhealthy
Delhi,2024-10-31,2024,10,31,8,295,140.58,225.22,39.82,0.95,7.58,76.89,27.2,54.0,Very_Unhealthy
Delhi,2024-10-31,2024,10,31,9,196,93.56,154.09,55.18,0.81,26.72,57.98,27.8,64.4,Unhealthy
Delhi,2024-10-31,2024,10,31,10,200,95.36,144.88,59.76,0.72,18.81,28.56,28.0,66.9,Unhealthy
Delhi,2024-10-31,2024,10,31,11,209,99.68,181.73,24.93,0.72,10.78,76.19,25.6,69.1,Very_Unhealthy
Delhi,2024-10-31,2024,10,31,12,212,101.15,164.71,30.88,1.0,17.19,79.03,33.4,71.8,Very_Unhealthy
Delhi,2024-10-31,2024,10,31,13,246,117.16,206.32,34.73,0.75,16.78,22.31,26.4,71.2,Very_Unhealthy
Delhi,2024-10-31,2024,10,31,14,164,78.56,130.4,56.42,0.77,8.33,37.81,28.3,68.3,Unhealthy
